error,favorite_count,id,media_type,media_url,retweet_count
,2361.0,688211956440801280,photo,https://pbs.twimg.com/ext_tw_video_thumb/688211379870806016/pu/img/OI0VTwPYnsScQg8R.jpg,908.0
,2248.0,688179443353796608,photo,https://pbs.twimg.com/media/CYznjAcUEAQ5Zq7.jpg,638.0
,2996.0,688116655151435777,photo,https://pbs.twimg.com/media/CYyucekVAAESj8K.jpg,850.0
,1827.0,688064179421470721,photo,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,387.0
,5803.0,687841446767013888,,,2740.0
,2897.0,687826841265172480,photo,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,1228.0
,2654.0,687818504314159109,photo,https://pbs.twimg.com/media/CYufR8_WQAAWCqo.jpg,1026.0
,2537.0,687807801670897665,photo,https://pbs.twimg.com/media/CYuVi9pWwAAbOGC.jpg,760.0
,1871.0,687732144991551489,,,712.0
,2591.0,687704180304273409,photo,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,910.0
,2059.0,687664829264453632,photo,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,556.0
,2034.0,687494652870668288,photo,https://pbs.twimg.com/media/CYp4vFrVAAEs9AX.jpg,624.0
,1695.0,687480748861947905,photo,https://pbs.twimg.com/media/CYpsFmIWAAAYh9C.jpg,267.0
,2091.0,687476254459715584,photo,https://pbs.twimg.com/media/CYpoAZTWEAA6vDs.jpg,581.0
,2169.0,687460506001633280,photo,https://pbs.twimg.com/media/CYpZrtDWwAE8Kpw.jpg,588.0
,2013.0,687399393394311168,,,680.0
,21342.0,687317306314240000,photo,https://pbs.twimg.com/media/CYnXcLEUkAAIQOM.jpg,9928.0
,4619.0,687312378585812992,photo,https://pbs.twimg.com/media/CYnS9VWW8AAeR8m.jpg,2063.0
,5800.0,687127927494963200,photo,https://pbs.twimg.com/media/CYkrNIVWcAMswmP.jpg,2476.0
,2299.0,687124485711986689,photo,https://pbs.twimg.com/media/CYkoE10WEAAWqxm.jpg,551.0
,6166.0,687109925361856513,photo,https://pbs.twimg.com/media/CYka1NTW8AA1Kmf.jpg,2674.0
,2485.0,687102708889812993,photo,https://pbs.twimg.com/media/CYkURJjW8AEamoI.jpg,1074.0
,2386.0,687096057537363968,photo,https://pbs.twimg.com/media/CYkON6CVAAAPXAc.jpg,658.0
,9133.0,686947101016735744,photo,https://pbs.twimg.com/media/CYiGvn-UwAEe4wL.jpg,3444.0
,3731.0,686760001961103360,,,1494.0
,3677.0,686749460672679938,photo,https://pbs.twimg.com/media/CYfS75fWAAAllde.jpg,1582.0
,4403.0,686730991906516992,photo,https://pbs.twimg.com/media/CYfCMdFWAAA44YA.jpg,1301.0
,2982.0,686683045143953408,photo,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,869.0
,3900.0,686618349602762752,photo,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,1471.0
